issn,product_title_sort,Title,Format,product_id,Imprint,Primary Language,Vols Qty,Scheduled Vol Nos,Single Issues per volume,Open Access,Comment,imprints,issn_type,.id,V1
0893-7648,Molecular Neurobiology,Molecular Neurobiology,PE OF,12035,Springer,English,1,56,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,572
0893-7648,Molecular Neurobiology,Molecular Neurobiology,PE OF,12035,Springer,English,1,56,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,512
0893-7648,Molecular Neurobiology,Molecular Neurobiology,PE OF,12035,Springer,English,1,56,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,486
1359-4184,Molecular Psychiatry,Molecular Psychiatry,PE,41380,Springer Nature,English,1,24,12,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2017,286
1359-4184,Molecular Psychiatry,Molecular Psychiatry,PE,41380,Springer Nature,English,1,24,12,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2016,267
1359-4184,Molecular Psychiatry,Molecular Psychiatry,PE,41380,Springer Nature,English,1,24,12,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2015,223
1359-4184,Molecular Psychiatry,Molecular Psychiatry,PE,41380,Springer Nature,English,1,24,12,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2018,190
1321-2753,Monash Bioethics Review,Monash Bioethics Review,PE OF,40592,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,33
1321-2753,Monash Bioethics Review,Monash Bioethics Review,PE OF,40592,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,12
1321-2753,Monash Bioethics Review,Monash Bioethics Review,PE OF,40592,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,9
1321-2753,Monash Bioethics Review,Monash Bioethics Review,PE OF,40592,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,7
0026-9247,Monatshefte Chemie Chemical Monthly,Monatshefte für Chemie - Chemical Monthly,PE OF,706,Springer,English,1,150,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,245
0026-9247,Monatshefte Chemie Chemical Monthly,Monatshefte für Chemie - Chemical Monthly,PE OF,706,Springer,English,1,150,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,244
0026-9247,Monatshefte Chemie Chemical Monthly,Monatshefte für Chemie - Chemical Monthly,PE OF,706,Springer,English,1,150,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,229
0026-9247,Monatshefte Chemie Chemical Monthly,Monatshefte für Chemie - Chemical Monthly,PE OF,706,Springer,English,1,150,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,170
0026-9255,Monatshefte Mathematik,Monatshefte für Mathematik,PE OF S,605,Springer,English,3,188-190,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,156
0026-9255,Monatshefte Mathematik,Monatshefte für Mathematik,PE OF S,605,Springer,English,3,188-190,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,132
0026-9255,Monatshefte Mathematik,Monatshefte für Mathematik,PE OF S,605,Springer,English,3,188-190,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,129
0026-9255,Monatshefte Mathematik,Monatshefte für Mathematik,PE OF S,605,Springer,English,3,188-190,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,73
0026-9298,Monatsschrift Kinderheilkunde,Monatsschrift Kinderheilkunde,PE OF S,112,SpringerMedizin,German,1,167,12,Hybrid (Open Choice),NA,other,ISSN print,2016,202
0026-9298,Monatsschrift Kinderheilkunde,Monatsschrift Kinderheilkunde,PE OF S,112,SpringerMedizin,German,1,167,12,Hybrid (Open Choice),NA,other,ISSN print,2015,197
0026-9298,Monatsschrift Kinderheilkunde,Monatsschrift Kinderheilkunde,PE OF S,112,SpringerMedizin,German,1,167,12,Hybrid (Open Choice),NA,other,ISSN print,2017,193
0026-9298,Monatsschrift Kinderheilkunde,Monatsschrift Kinderheilkunde,PE OF S,112,SpringerMedizin,German,1,167,12,Hybrid (Open Choice),NA,other,ISSN print,2018,157
1871-5621,Morphology,Morphology,PE OF,11525,Springer,English,1,29,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,23
1871-5621,Morphology,Morphology,PE OF,11525,Springer,English,1,29,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,22
1871-5621,Morphology,Morphology,PE OF,11525,Springer,English,1,29,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,18
1871-5621,Morphology,Morphology,PE OF,11525,Springer,English,1,29,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,12
0096-3925,Moscow University Biological Sciences Bulletin,Moscow University Biological Sciences Bulletin,PE,11966,Pleiades Publishing,English,1,74,4,NA,Russian Library of Science.,other,ISSN print,2017,49
0096-3925,Moscow University Biological Sciences Bulletin,Moscow University Biological Sciences Bulletin,PE,11966,Pleiades Publishing,English,1,74,4,NA,Russian Library of Science.,other,ISSN print,2016,49
0096-3925,Moscow University Biological Sciences Bulletin,Moscow University Biological Sciences Bulletin,PE,11966,Pleiades Publishing,English,1,74,4,NA,Russian Library of Science.,other,ISSN print,2015,37
0096-3925,Moscow University Biological Sciences Bulletin,Moscow University Biological Sciences Bulletin,PE,11966,Pleiades Publishing,English,1,74,4,NA,Russian Library of Science.,other,ISSN print,2018,8
0027-1314,Moscow University Chemistry Bulletin,Moscow University Chemistry Bulletin,PE,11967,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2016,55
0027-1314,Moscow University Chemistry Bulletin,Moscow University Chemistry Bulletin,PE,11967,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2017,54
0027-1314,Moscow University Chemistry Bulletin,Moscow University Chemistry Bulletin,PE,11967,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2015,51
0027-1314,Moscow University Chemistry Bulletin,Moscow University Chemistry Bulletin,PE,11967,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2018,24
0278-6419,Moscow University Computational Mathematics Cybernetics,Moscow University Computational Mathematics and Cybernetics,PE,11968,Pleiades Publishing,English,1,43,4,NA,Russian Library of Science.,other,ISSN print,2017,30
0278-6419,Moscow University Computational Mathematics Cybernetics,Moscow University Computational Mathematics and Cybernetics,PE,11968,Pleiades Publishing,English,1,43,4,NA,Russian Library of Science.,other,ISSN print,2016,29
0278-6419,Moscow University Computational Mathematics Cybernetics,Moscow University Computational Mathematics and Cybernetics,PE,11968,Pleiades Publishing,English,1,43,4,NA,Russian Library of Science.,other,ISSN print,2015,28
0278-6419,Moscow University Computational Mathematics Cybernetics,Moscow University Computational Mathematics and Cybernetics,PE,11968,Pleiades Publishing,English,1,43,4,NA,Russian Library of Science.,other,ISSN print,2018,22
0145-8752,Moscow University Geology Bulletin,Moscow University Geology Bulletin,PE,11969,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2017,57
0145-8752,Moscow University Geology Bulletin,Moscow University Geology Bulletin,PE,11969,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2016,55
0145-8752,Moscow University Geology Bulletin,Moscow University Geology Bulletin,PE,11969,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2015,47
0145-8752,Moscow University Geology Bulletin,Moscow University Geology Bulletin,PE,11969,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2018,45
0027-1322,Moscow University Mathematics Bulletin,Moscow University Mathematics Bulletin,PE,11970,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2015,58
0027-1322,Moscow University Mathematics Bulletin,Moscow University Mathematics Bulletin,PE,11970,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2016,50
0027-1322,Moscow University Mathematics Bulletin,Moscow University Mathematics Bulletin,PE,11970,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2017,47
0027-1322,Moscow University Mathematics Bulletin,Moscow University Mathematics Bulletin,PE,11970,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2018,30
0027-1330,Moscow University Mechanics Bulletin,Moscow University Mechanics Bulletin,PE,11971,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2017,35
0027-1330,Moscow University Mechanics Bulletin,Moscow University Mechanics Bulletin,PE,11971,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2016,31
0027-1330,Moscow University Mechanics Bulletin,Moscow University Mechanics Bulletin,PE,11971,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2015,30
0027-1330,Moscow University Mechanics Bulletin,Moscow University Mechanics Bulletin,PE,11971,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2018,12
0027-1349,Moscow University Physics Bulletin,Moscow University Physics Bulletin,PE,11972,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2017,96
0027-1349,Moscow University Physics Bulletin,Moscow University Physics Bulletin,PE,11972,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2015,81
0027-1349,Moscow University Physics Bulletin,Moscow University Physics Bulletin,PE,11972,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2016,75
0027-1349,Moscow University Physics Bulletin,Moscow University Physics Bulletin,PE,11972,Pleiades Publishing,English,1,74,6,NA,Russian Library of Science.,other,ISSN print,2018,46
0147-6874,Moscow University Soil Science Bulletin,Moscow University Soil Science Bulletin,PE,11973,Pleiades Publishing,English,1,74,5,NA,Russian Library of Science.,other,ISSN print,2017,33
0147-6874,Moscow University Soil Science Bulletin,Moscow University Soil Science Bulletin,PE,11973,Pleiades Publishing,English,1,74,5,NA,Russian Library of Science.,other,ISSN print,2015,28
0147-6874,Moscow University Soil Science Bulletin,Moscow University Soil Science Bulletin,PE,11973,Pleiades Publishing,English,1,74,5,NA,Russian Library of Science.,other,ISSN print,2016,27
0147-6874,Moscow University Soil Science Bulletin,Moscow University Soil Science Bulletin,PE,11973,Pleiades Publishing,English,1,74,5,NA,Russian Library of Science.,other,ISSN print,2018,14
0146-7239,Motivation Emotion,Motivation and Emotion,PE OF,11031,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,67
0146-7239,Motivation Emotion,Motivation and Emotion,PE OF,11031,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,66
0146-7239,Motivation Emotion,Motivation and Emotion,PE OF,11031,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,65
0146-7239,Motivation Emotion,Motivation and Emotion,PE OF,11031,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,62
2194-8682,MTZ industrial,MTZ industrial,PE,40353,Springer Vieweg,English,1,9,2,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2016,35
2194-8682,MTZ industrial,MTZ industrial,PE,40353,Springer Vieweg,English,1,9,2,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2015,27
2194-8682,MTZ industrial,MTZ industrial,PE,40353,Springer Vieweg,English,1,9,2,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2017,24
2194-8682,MTZ industrial,MTZ industrial,PE,40353,Springer Vieweg,English,1,9,2,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2018,23
0024-8525,MTZ Motortechnische Zeitschrift,MTZ - Motortechnische Zeitschrift,PE,35146,Springer Vieweg,German,1,80,12,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2016,191
0024-8525,MTZ Motortechnische Zeitschrift,MTZ - Motortechnische Zeitschrift,PE,35146,Springer Vieweg,German,1,80,12,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2015,189
0024-8525,MTZ Motortechnische Zeitschrift,MTZ - Motortechnische Zeitschrift,PE,35146,Springer Vieweg,German,1,80,12,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2017,185
0024-8525,MTZ Motortechnische Zeitschrift,MTZ - Motortechnische Zeitschrift,PE,35146,Springer Vieweg,German,1,80,12,NA,"Electronic version available on springerprofessional.de and link.springer.com. E-only subscription not available, SpringerLink licensing permitted outside the DACH countries.",other,ISSN print,2018,124
1933-0219,Mucosal Immunology,Mucosal Immunology,PE,41385,Springer Nature,English,1,12,6,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2015,136
1933-0219,Mucosal Immunology,Mucosal Immunology,PE,41385,Springer Nature,English,1,12,6,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2016,132
1933-0219,Mucosal Immunology,Mucosal Immunology,PE,41385,Springer Nature,English,1,12,6,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2017,129
1933-0219,Mucosal Immunology,Mucosal Immunology,PE,41385,Springer Nature,English,1,12,6,Hybrid (Open Choice),Online version only available through an institutional license.,Springer Nature,ISSN print,2018,92
1384-5640,Multibody System Dynamics,Multibody System Dynamics,PE OF,11044,Springer,English,3,45-47,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,67
1384-5640,Multibody System Dynamics,Multibody System Dynamics,PE OF,11044,Springer,English,3,45-47,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,51
1384-5640,Multibody System Dynamics,Multibody System Dynamics,PE OF,11044,Springer,English,3,45-47,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,47
1384-5640,Multibody System Dynamics,Multibody System Dynamics,PE OF,11044,Springer,English,3,45-47,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,31
0923-6082,Multidimensional Systems Signal Processing,Multidimensional Systems and Signal Processing,PE OF,11045,Springer,English,1,30,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,89
0923-6082,Multidimensional Systems Signal Processing,Multidimensional Systems and Signal Processing,PE OF,11045,Springer,English,1,30,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,80
0923-6082,Multidimensional Systems Signal Processing,Multidimensional Systems and Signal Processing,PE OF,11045,Springer,English,1,30,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,70
0923-6082,Multidimensional Systems Signal Processing,Multidimensional Systems and Signal Processing,PE OF,11045,Springer,English,1,30,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,69
0942-4962,Multimedia Systems,Multimedia Systems,PE OF,530,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,56
0942-4962,Multimedia Systems,Multimedia Systems,PE OF,530,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,52
0942-4962,Multimedia Systems,Multimedia Systems,PE OF,530,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,30
0942-4962,Multimedia Systems,Multimedia Systems,PE OF,530,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,10
1380-7501,Multimedia Tools Applications,Multimedia Tools and Applications,PE OF,11042,Springer,English,1,78,24,Hybrid (Open Choice),NA,Springer,ISSN print,2017,1245
1380-7501,Multimedia Tools Applications,Multimedia Tools and Applications,PE OF,11042,Springer,English,1,78,24,Hybrid (Open Choice),NA,Springer,ISSN print,2018,1156
1380-7501,Multimedia Tools Applications,Multimedia Tools and Applications,PE OF,11042,Springer,English,1,78,24,Hybrid (Open Choice),NA,Springer,ISSN print,2016,1091
1380-7501,Multimedia Tools Applications,Multimedia Tools and Applications,PE OF,11042,Springer,English,1,78,24,Hybrid (Open Choice),NA,Springer,ISSN print,2015,740
2520-8160,Multiscale Multidisciplinary Modeling Experiments Design,"Multiscale and Multidisciplinary Modeling, Experiments and Design",PE,41939,Springer,English,1,2,4,Hybrid (Open Choice),New Start in 2018.,Springer,ISSN print,2018,30
2520-8160,Multiscale Multidisciplinary Modeling Experiments Design,"Multiscale and Multidisciplinary Modeling, Experiments and Design",PE,41939,Springer,English,1,2,4,Hybrid (Open Choice),New Start in 2018.,Springer,ISSN print,2017,3
0301-486X,Mycopathologia,Mycopathologia,PE OF S,11046,Springer,English,1,184,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,129
0301-486X,Mycopathologia,Mycopathologia,PE OF S,11046,Springer,English,1,184,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,125
0301-486X,Mycopathologia,Mycopathologia,PE OF S,11046,Springer,English,1,184,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,120
0301-486X,Mycopathologia,Mycopathologia,PE OF S,11046,Springer,English,1,184,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,63
0940-6360,Mycorrhiza,Mycorrhiza,PE OF S,572,Springer,English,1,29,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,82
0940-6360,Mycorrhiza,Mycorrhiza,PE OF S,572,Springer,English,1,29,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,59
0940-6360,Mycorrhiza,Mycorrhiza,PE OF S,572,Springer,English,1,29,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,54
0940-6360,Mycorrhiza,Mycorrhiza,PE OF S,572,Springer,English,1,29,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,52
0178-7888,Mycotoxin Research,Mycotoxin Research,PE OF S,12550,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,36
0178-7888,Mycotoxin Research,Mycotoxin Research,PE OF S,12550,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,31
0178-7888,Mycotoxin Research,Mycotoxin Research,PE OF S,12550,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,27
0178-7888,Mycotoxin Research,Mycotoxin Research,PE OF S,12550,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,20
2522-5987,NachhaltigkeitsManagementForum | Sustainability Management Forum,NachhaltigkeitsManagementForum | Sustainability Management Forum,PE,550,Springer,German,1,27,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,9
1998-0124,Nano Research,Nano Research,PE OF,12274,"Tsinghua University Press, co-published with Springer",English,1,12,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2018,452
1998-0124,Nano Research,Nano Research,PE OF,12274,"Tsinghua University Press, co-published with Springer",English,1,12,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2016,421
1998-0124,Nano Research,Nano Research,PE OF,12274,"Tsinghua University Press, co-published with Springer",English,1,12,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2017,381
1998-0124,Nano Research,Nano Research,PE OF,12274,"Tsinghua University Press, co-published with Springer",English,1,12,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2015,297
1871-4757,NanoEthics,NanoEthics,PE OF,11569,Springer,English,1,13,3,Hybrid (Open Choice),NA,Springer,ISSN print,2017,32
1871-4757,NanoEthics,NanoEthics,PE OF,11569,Springer,English,1,13,3,Hybrid (Open Choice),NA,Springer,ISSN print,2016,30
1871-4757,NanoEthics,NanoEthics,PE OF,11569,Springer,English,1,13,3,Hybrid (Open Choice),NA,Springer,ISSN print,2015,29
1871-4757,NanoEthics,NanoEthics,PE OF,11569,Springer,English,1,13,3,Hybrid (Open Choice),NA,Springer,ISSN print,2018,12
2520-811X,Nanomanufacturing Metrology,Nanomanufacturing and Metrology,PE OF,41871,"International Society for Nanomanufacturing and Tianjin University, co-published with Springer",English,1,2,4,Hybrid (Open Choice),New Start in 2018. Chinese Library of Science.,other,ISSN print,2018,20
2520-811X,Nanomanufacturing Metrology,Nanomanufacturing and Metrology,PE OF,41871,"International Society for Nanomanufacturing and Tianjin University, co-published with Springer",English,1,2,4,Hybrid (Open Choice),New Start in 2018. Chinese Library of Science.,other,ISSN print,2017,2
1995-0780,Nanotechnologies Russia,Nanotechnologies in Russia,PE,12201,Pleiades Publishing,English,1,14,12,NA,Russian Library of Science.,other,ISSN print,2015,113
1995-0780,Nanotechnologies Russia,Nanotechnologies in Russia,PE,12201,Pleiades Publishing,English,1,14,12,NA,Russian Library of Science.,other,ISSN print,2016,107
1995-0780,Nanotechnologies Russia,Nanotechnologies in Russia,PE,12201,Pleiades Publishing,English,1,14,12,NA,Russian Library of Science.,other,ISSN print,2017,81
1995-0780,Nanotechnologies Russia,Nanotechnologies in Russia,PE,12201,Pleiades Publishing,English,1,14,12,NA,Russian Library of Science.,other,ISSN print,2018,13
2365-6379,Nanotechnology Environmental Engineering,Nanotechnology for Environmental Engineering,PE S C,41204,Springer,English,1,4,1,Hybrid (Open Choice),NA,Springer,ISSN print,2017,21
2365-6379,Nanotechnology Environmental Engineering,Nanotechnology for Environmental Engineering,PE S C,41204,Springer,English,1,4,1,Hybrid (Open Choice),NA,Springer,ISSN print,2016,12
2365-6379,Nanotechnology Environmental Engineering,Nanotechnology for Environmental Engineering,PE S C,41204,Springer,English,1,4,1,Hybrid (Open Choice),NA,Springer,ISSN print,2018,11
0250-541X,National Academy Science Letters,National Academy Science Letters,PE OF,40009,Springer,English,1,42,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,108
0250-541X,National Academy Science Letters,National Academy Science Letters,PE OF,40009,Springer,English,1,42,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,106
0250-541X,National Academy Science Letters,National Academy Science Letters,PE OF,40009,Springer,English,1,42,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,97
0250-541X,National Academy Science Letters,National Academy Science Letters,PE OF,40009,Springer,English,1,42,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,74
0172-1631,Natur Recht,Natur und Recht,PE,10357,Springer,German,1,41,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,184
0172-1631,Natur Recht,Natur und Recht,PE,10357,Springer,German,1,41,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,173
0172-1631,Natur Recht,Natur und Recht,PE,10357,Springer,German,1,41,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,162
0172-1631,Natur Recht,Natur und Recht,PE,10357,Springer,German,1,41,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,131
0921-030X,Natural Hazards,Natural Hazards,PE,11069,Springer,English,5,95-99,3,Hybrid (Open Choice),NA,Springer,ISSN print,2016,600
0921-030X,Natural Hazards,Natural Hazards,PE,11069,Springer,English,5,95-99,3,Hybrid (Open Choice),NA,Springer,ISSN print,2015,568
0921-030X,Natural Hazards,Natural Hazards,PE,11069,Springer,English,5,95-99,3,Hybrid (Open Choice),NA,Springer,ISSN print,2017,413
0921-030X,Natural Hazards,Natural Hazards,PE,11069,Springer,English,5,95-99,3,Hybrid (Open Choice),NA,Springer,ISSN print,2018,335
0167-806X,Natural Language Linguistic Theory,Natural Language & Linguistic Theory,PE OF,11049,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,46
0167-806X,Natural Language Linguistic Theory,Natural Language & Linguistic Theory,PE OF,11049,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,35
0167-806X,Natural Language Linguistic Theory,Natural Language & Linguistic Theory,PE OF,11049,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,32
0167-806X,Natural Language Linguistic Theory,Natural Language & Linguistic Theory,PE OF,11049,Springer,English,1,37,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,31
0925-854X,Natural Language Semantics,Natural Language Semantics,PE OF,11050,Springer,English,1,27,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,11
0925-854X,Natural Language Semantics,Natural Language Semantics,PE OF,11050,Springer,English,1,27,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,10
0925-854X,Natural Language Semantics,Natural Language Semantics,PE OF,11050,Springer,English,1,27,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,9
0925-854X,Natural Language Semantics,Natural Language Semantics,PE OF,11050,Springer,English,1,27,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,4
1520-7439,Natural Resources Research,Natural Resources Research,PE,11053,Springer,English,1,28,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,47
1520-7439,Natural Resources Research,Natural Resources Research,PE,11053,Springer,English,1,28,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,45
1520-7439,Natural Resources Research,Natural Resources Research,PE,11053,Springer,English,1,28,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,30
1520-7439,Natural Resources Research,Natural Resources Research,PE,11053,Springer,English,1,28,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,26
0028-0836,Nature,Nature,PE,41586,Nature Research,English,12,565-576,4,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2015,4090
0028-0836,Nature,Nature,PE,41586,Nature Research,English,12,565-576,4,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2016,3893
0028-0836,Nature,Nature,PE,41586,Nature Research,English,12,565-576,4,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2017,3348
0028-0836,Nature,Nature,PE,41586,Nature Research,English,12,565-576,4,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2018,2754
1087-0156,Nature Biotechnology,Nature Biotechnology,PE,41587,Nature Research,English,1,37,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2015,475
1087-0156,Nature Biotechnology,Nature Biotechnology,PE,41587,Nature Research,English,1,37,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2016,450
1087-0156,Nature Biotechnology,Nature Biotechnology,PE,41587,Nature Research,English,1,37,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2017,392
1087-0156,Nature Biotechnology,Nature Biotechnology,PE,41587,Nature Research,English,1,37,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2018,286
1465-7392,Nature Cell Biology,Nature Cell Biology,PE,41556,Nature Research,English,1,21,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2017,210
1465-7392,Nature Cell Biology,Nature Cell Biology,PE,41556,Nature Research,English,1,21,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2015,196
1465-7392,Nature Cell Biology,Nature Cell Biology,PE,41556,Nature Research,English,1,21,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2018,187
1465-7392,Nature Cell Biology,Nature Cell Biology,PE,41556,Nature Research,English,1,21,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2016,155
1552-4450,Nature Chemical Biology,Nature Chemical Biology,PE,41589,Nature Research,English,1,15,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2015,284
1552-4450,Nature Chemical Biology,Nature Chemical Biology,PE,41589,Nature Research,English,1,15,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2016,272
1552-4450,Nature Chemical Biology,Nature Chemical Biology,PE,41589,Nature Research,English,1,15,12,NA,Online version only available through an institutional license.,Nature Research,ISSN print,2017,268
